Brand,Series,Model,Model Number,RAM (GB),Storage (GB),Variant,4G/5G,Launch Year,Current India Price (₹),Price Status,Price Checked,Price Source,Price Basis
ASUS,ASUS,ROG Phone 9,AI2401,12.0,256.0,12GB RAM / 256GB,5G,2024,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 6,,8.0,128.0,8GB RAM / 128GB,5G,2026,46999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 6,,12.0,256.0,12GB RAM / 256GB,5G,2026,46999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 6,,16.0,512.0,16GB RAM / 512GB,5G,2026,46999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE4,CPH2613,8.0,128.0,8GB RAM / 128GB,5G,2024,18999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE4,CPH2613,8.0,256.0,8GB RAM / 256GB,5G,2024,18999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE4 Lite,CPH2619,8.0,128.0,8GB RAM / 128GB,5G,2024,15499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE4 Lite,CPH2619,8.0,256.0,8GB RAM / 256GB,5G,2024,15499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE5,CPH2717,8.0,128.0,8GB RAM / 128GB,5G,2025,22500.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord CE5,CPH2717,8.0,256.0,8GB RAM / 256GB,5G,2025,22500.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7,24099PCDAG,8.0,256.0,8GB RAM / 256GB,5G,2025,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7,24099PCDAG,12.0,256.0,12GB RAM / 256GB,5G,2025,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7,24099PCDAG,12.0,512.0,12GB RAM / 512GB,5G,2025,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7 Pro,24117RK2CG,12.0,256.0,12GB RAM / 256GB,5G,2025,45999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7 Pro,24117RK2CG,12.0,512.0,12GB RAM / 512GB,5G,2025,45999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7 Ultra,24117RK2CI,12.0,256.0,12GB RAM / 256GB,5G,2025,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F7 Ultra,24117RK2CI,16.0,512.0,16GB RAM / 512GB,5G,2025,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F9 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F9 Pro 5G,,16.0,512.0,16GB RAM / 512GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F9 Ultra 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,99999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO F9 Ultra 5G,,16.0,512.0,16GB RAM / 512GB,5G,2026,99999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO M7 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,12499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO M7 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,12499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO M7 Pro 5G,24108PCE2I,6.0,128.0,6GB RAM / 128GB,5G,2024,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO M7 Pro 5G,24108PCE2I,8.0,256.0,8GB RAM / 256GB,5G,2024,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X7,24095PCADG,8.0,128.0,8GB RAM / 128GB,5G,2025,17999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X7,24095PCADG,8.0,256.0,8GB RAM / 256GB,5G,2025,17999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X7,24095PCADG,12.0,512.0,12GB RAM / 512GB,5G,2025,17999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X7 Pro,24117RK2CI,8.0,256.0,8GB RAM / 256GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X7 Pro,24117RK2CI,12.0,256.0,12GB RAM / 256GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X8 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X8 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X8 Power 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X8 Power 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
POCO,POCO,POCO X8 Power 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,35999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A08 4G,SM-A085B,4.0,64.0,4GB RAM / 64GB,4G,2026,9999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A08 4G,SM-A085B,4.0,128.0,4GB RAM / 128GB,4G,2026,9999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A08 4G,SM-A085B,6.0,128.0,6GB RAM / 128GB,4G,2026,9999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A26 5G,SM-A266B,6.0,128.0,6GB RAM / 128GB,5G,2025,20998.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A26 5G,SM-A266B,8.0,128.0,8GB RAM / 128GB,5G,2025,20998.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A26 5G,SM-A266B,8.0,256.0,8GB RAM / 256GB,5G,2025,20998.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A36 5G,SM-A366B,6.0,128.0,6GB RAM / 128GB,5G,2025,27890.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A36 5G,SM-A366B,8.0,128.0,8GB RAM / 128GB,5G,2025,27890.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A36 5G,SM-A366B,8.0,256.0,8GB RAM / 256GB,5G,2025,27890.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A37 5G,SM-A376B,6.0,128.0,6GB RAM / 128GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A37 5G,SM-A376B,8.0,128.0,8GB RAM / 128GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A37 5G,SM-A376B,8.0,256.0,8GB RAM / 256GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A56 5G,SM-A566B,8.0,128.0,8GB RAM / 128GB,5G,2025,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A56 5G,SM-A566B,8.0,256.0,8GB RAM / 256GB,5G,2025,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A56 5G,SM-A566B,12.0,256.0,12GB RAM / 256GB,5G,2025,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A57 5G,SM-A576B,8.0,128.0,8GB RAM / 128GB,5G,2026,56999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A57 5G,SM-A576B,8.0,256.0,8GB RAM / 256GB,5G,2026,56999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy A,Galaxy A57 5G,SM-A576B,12.0,256.0,12GB RAM / 256GB,5G,2026,56999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F06 5G,SM-E066B,4.0,128.0,4GB RAM / 128GB,5G,2025,14999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F06 5G,SM-E066B,6.0,128.0,6GB RAM / 128GB,5G,2025,14999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F70 Pro 5G,SM-E766B,8.0,128.0,8GB RAM / 128GB,5G,2026,26464.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F70 Pro 5G,SM-E766B,8.0,256.0,8GB RAM / 256GB,5G,2026,26464.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F70 Pro 5G,SM-E766B,12.0,256.0,12GB RAM / 256GB,5G,2026,26464.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F70e 5G,SM-E066B,6.0,128.0,6GB RAM / 128GB,5G,2026,15829.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy F,Galaxy F70e 5G,SM-E066B,8.0,128.0,8GB RAM / 128GB,5G,2026,15829.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy M,Galaxy M06 5G,SM-M066B,4.0,128.0,4GB RAM / 128GB,5G,2025,14990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy M,Galaxy M06 5G,SM-M066B,6.0,128.0,6GB RAM / 128GB,5G,2025,14990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy M,Galaxy M47 5G,SM-M476B,6.0,128.0,6GB RAM / 128GB,5G,2026,26562.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy M,Galaxy M47 5G,SM-M476B,8.0,128.0,8GB RAM / 128GB,5G,2026,26562.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy M,Galaxy M47 5G,SM-M476B,8.0,256.0,8GB RAM / 256GB,5G,2026,26562.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24,SM-S921B,8.0,128.0,8GB RAM / 128GB,5G,2024,49999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24,SM-S921B,8.0,256.0,8GB RAM / 256GB,5G,2024,49999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24 FE,SM-S721B,8.0,128.0,8GB RAM / 128GB,5G,2024,39999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24 FE,SM-S721B,8.0,256.0,8GB RAM / 256GB,5G,2024,39999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24 Ultra,SM-S928B,12.0,256.0,12GB RAM / 256GB,5G,2024,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24 Ultra,SM-S928B,12.0,512.0,12GB RAM / 512GB,5G,2024,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24 Ultra,SM-S928B,12.0,1024.0,12GB RAM / 1024GB,5G,2024,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24+,SM-S926B,12.0,256.0,12GB RAM / 256GB,5G,2024,71499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S24+,SM-S926B,12.0,512.0,12GB RAM / 512GB,5G,2024,71499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25,SM-S931B,12.0,128.0,12GB RAM / 128GB,5G,2025,61800.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25,SM-S931B,12.0,256.0,12GB RAM / 256GB,5G,2025,61800.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25 FE,SM-S731B,8.0,128.0,8GB RAM / 128GB,5G,2025,53990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25 FE,SM-S731B,8.0,256.0,8GB RAM / 256GB,5G,2025,53990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25 Ultra,SM-S938B,12.0,256.0,12GB RAM / 256GB,5G,2025,99999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25 Ultra,SM-S938B,12.0,512.0,12GB RAM / 512GB,5G,2025,99999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25 Ultra,SM-S938B,12.0,1024.0,12GB RAM / 1024GB,5G,2025,99999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25+,SM-S936B,12.0,256.0,12GB RAM / 256GB,5G,2025,71499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S25+,SM-S936B,12.0,512.0,12GB RAM / 512GB,5G,2025,71499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26,SM-S942B,12.0,256.0,12GB RAM / 256GB,5G,2026,79999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26,SM-S942B,12.0,512.0,12GB RAM / 512GB,5G,2026,79999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26 FE,SM-S741B,8.0,128.0,8GB RAM / 128GB,5G,2026,69999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26 FE,SM-S741B,8.0,256.0,8GB RAM / 256GB,5G,2026,69999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26 Ultra,SM-S948B,12.0,256.0,12GB RAM / 256GB,5G,2026,130999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26 Ultra,SM-S948B,12.0,512.0,12GB RAM / 512GB,5G,2026,130999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26 Ultra,SM-S948B,16.0,1024.0,16GB RAM / 1024GB,5G,2026,130999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26+,SM-S947B,12.0,256.0,12GB RAM / 256GB,5G,2026,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy S,Galaxy S26+,SM-S947B,12.0,512.0,12GB RAM / 512GB,5G,2026,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Flip7,SM-F766B,12.0,256.0,12GB RAM / 256GB,5G,2025,86746.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Flip7,SM-F766B,12.0,512.0,12GB RAM / 512GB,5G,2025,86746.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Flip8,SM-F766B,12.0,256.0,12GB RAM / 256GB,5G,2026,124999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Flip8,SM-F766B,12.0,512.0,12GB RAM / 512GB,5G,2026,124999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold7,SM-F966B,12.0,256.0,12GB RAM / 256GB,5G,2025,154999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold7,SM-F966B,12.0,512.0,12GB RAM / 512GB,5G,2025,154999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold7,SM-F966B,16.0,1024.0,16GB RAM / 1024GB,5G,2025,154999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold8,SM-F968B,12.0,256.0,12GB RAM / 256GB,5G,2026,174999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold8,SM-F968B,12.0,512.0,12GB RAM / 512GB,5G,2026,174999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Samsung,Galaxy Z,Galaxy Z Fold8,SM-F968B,16.0,1024.0,16GB RAM / 1024GB,5G,2026,174999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Sony,Sony,Xperia 1 VI,XQ-EC72,12.0,256.0,12GB RAM / 256GB,5G,2024,126999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Sony,Sony,Xperia 1 VI,XQ-EC72,12.0,512.0,12GB RAM / 512GB,5G,2024,126999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Sony,Sony,Xperia 1 VII,XQ-FS72,12.0,256.0,12GB RAM / 256GB,5G,2025,149999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Sony,Sony,Xperia 10 VI,XQ-ES72,8.0,128.0,8GB RAM / 128GB,5G,2024,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Camon,Tecno Camon 40 Pro,,8.0,128.0,8GB RAM / 128GB,4G,2025,17990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Camon,Tecno Camon 40 Pro,,8.0,256.0,8GB RAM / 256GB,4G,2025,17990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Camon,Tecno Camon 40 Pro 5G,CM6,8.0,256.0,8GB RAM / 256GB,5G,2025,25990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Tecno,Tecno Camon,Tecno Camon 40 Pro 5G,CM6,12.0,256.0,12GB RAM / 256GB,5G,2025,25990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Tecno,Tecno Phantom,Tecno Phantom V Flip2,AE11,8.0,256.0,8GB RAM / 256GB,5G,2024,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Phantom,Tecno Phantom V Fold2,AE11,12.0,512.0,12GB RAM / 512GB,5G,2024,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 6 Pro 5G,LH8n,8.0,256.0,8GB RAM / 256GB,5G,2024,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 6 Pro 5G,LH8n,12.0,256.0,12GB RAM / 256GB,5G,2024,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 7 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,22999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 7 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,22999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 7 Ultra 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,22990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Tecno,Tecno Pova,Tecno Pova 7 Ultra 5G,,12.0,256.0,12GB RAM / 256GB,5G,2025,22990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Tecno,Tecno Spark,Tecno Spark 40 5G,,4.0,128.0,4GB RAM / 128GB,5G,2025,13999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Spark,Tecno Spark 40 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,13999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Tecno,Tecno Spark,Tecno Spark 40 Pro,,8.0,128.0,8GB RAM / 128GB,4G,2025,17999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Tecno,Tecno Spark,Tecno Spark 40 Pro,,8.0,256.0,8GB RAM / 256GB,4G,2025,17999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 15 4G,,6.0,128.0,6GB RAM / 128GB,4G,2025,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 15 4G,,8.0,256.0,8GB RAM / 256GB,4G,2025,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 15 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 15 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 17 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,23999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Redmi,Redmi 17 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,23999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Redmi A,Redmi A5,,3.0,64.0,3GB RAM / 64GB,4G,2025,7999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi A,Redmi A5,,4.0,64.0,4GB RAM / 64GB,4G,2025,7999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi A,Redmi A5,,4.0,128.0,4GB RAM / 128GB,4G,2025,7999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
